sample,nr,dr,df,rf,avg_prey,std_prey,avg_predators,std_predators,normalized_prey
1918,604,0.6215,0.058625,0.44675,130.5,37.7595,102.4,30.2642,0.21606
1919,251,0.59625,0.04375,0.6065,51.4,35.6382,67.8,9.33381,0.204781
1920,433,0.69125,0.09725,0.36875,365,82.0244,31,36.2039,0.842956
1921,566,0.838,0.113,0.62875,364.9,242.255,57.8,73.2563,0.6447
1922,770,0.79175,0.10375,0.74675,315.8,3.39411,66.9,3.81838,0.41013
1923,713,0.563,0.052875,0.44075,249.9,39.7394,135,32.5269,0.350491
1924,230,0.98425,0.11675,0.38925,230,0,0,0,1
1925,260,0.96,0.2165,0.39775,260,0,0,0,1
1926,452,0.71825,0.183125,0.48725,452,0,0,0,1
1927,569,0.52025,0.0965,0.5515,165.8,30.2642,130.6,20.3647,0.291388
1928,436,0.691,0.218875,0.73475,436,0,0,0,1
1929,297,0.919,0.182375,0.34275,297,0,0,0,1
1930,460,0.515,0.12575,0.44825,345.8,7.9196,52.3,4.38406,0.751739
1931,227,0.7295,0.225625,0.40225,227,0,0,0,1
1932,356,0.778,0.036125,0.4745,91,50.346,95.8,5.65685,0.255618
1933,688,0.58375,0.152875,0.40775,515.8,124.168,41.6,24.8902,0.749709
1934,236,0.814,0.10925,0.50725,236,0,0,0,1
1935,382,0.987,0.181,0.53125,382,0,0,0,1
1936,610,0.712,0.115125,0.66725,286.2,79.4788,79.8,8.48528,0.46918
1937,333,0.555,0.01325,0.67325,0,0,0.8,0.565685,0
1938,247,0.62425,0.2075,0.36,247,0,0,0,1
1939,303,0.569,0.088625,0.26,303,0,0,0,1
1940,577,0.61,0.211625,0.34775,577,0,0,0,1
1941,473,0.9645,0.074375,0.475,267.3,43.4164,49.6,9.05097,0.565116
1942,722,0.754,0.1765,0.293,722,0,0,0,1
1943,232,0.83025,0.21375,0.305,232,0,0,0,1
1944,705,0.9685,0.057,0.7145,73.8,95.0352,4.5,6.36396,0.104681
1945,447,0.694,0.23575,0.673,447,0,0,0,1
1946,659,0.54175,0.1835,0.4415,487.9,4.10122,65.3,7.77817,0.740364
1947,585,0.7995,0.2455,0.43275,585,0,0,0,1
1948,712,0.90075,0.092375,0.3235,444.2,77.4989,52.3,18.2434,0.623876
1949,413,0.792,0.023375,0.54,43.4,57.4171,22.6,0.282843,0.105085
1950,400,0.89125,0.150625,0.694,382.9,10.0409,4.5,0.141421,0.95725
1951,499,0.63875,0.18525,0.63825,426.9,3.81838,24,11.8794,0.855511
1952,658,0.7795,0.240875,0.436,658,0,0,0,1
1953,484,0.6045,0.18825,0.55725,436.3,18.2434,21.2,11.0309,0.901446
1954,700,0.96375,0.11025,0.3145,679.1,5.79828,4.5,0.989949,0.970143
1955,432,0.60125,0.078625,0.49225,190.8,9.33381,102.1,11.738,0.441667
1956,427,0.8025,0.226625,0.3815,427,0,0,0,1
1957,269,0.9875,0.212375,0.6765,269,0,0,0,1
1958,610,0.68375,0.019125,0.473,0,0,0,0,0
1959,617,0.75475,0.221875,0.727,544.4,26.8701,20.4,12.4451,0.882334
1960,453,0.88075,0.109375,0.723,290.7,41.4365,52.2,12.7279,0.641722
1961,292,0.68075,0.18175,0.341,292,0,0,0,1
1962,305,0.839,0.005,0.568,0,0,30.6,1.41421,0
1963,235,0.8585,0.221,0.71925,235,0,0,0,1
1964,559,0.97275,0.0115,0.622,0,0,1.8,0.282843,0
1965,588,0.63825,0.1245,0.553,330.5,44.8306,63.5,52.4673,0.562075
1966,349,0.54425,0.0625,0.323,223.2,9.33381,65.9,2.68701,0.639542
1967,276,0.68425,0.160625,0.3765,276,0,0,0,1
1968,763,0.6525,0.103625,0.59525,357.9,128.269,80.6,47.5176,0.469069
1969,417,0.5835,0.16725,0.339,417,0,0,0,1
1970,233,0.67,0.14925,0.26075,233,0,0,0,1
1971,632,0.747,0.035875,0.34625,152.5,37.4767,90.6,7.9196,0.241297
1972,518,0.974,0.033125,0.539,66.5,86.1256,23.9,3.53553,0.128378
1973,489,0.8125,0.00575,0.67175,0,0,34.5,0.989949,0
1974,319,0.844,0.049125,0.70425,88,64.4881,62.2,14.1421,0.275862
1975,777,0.57525,0.10625,0.256,511.1,29.2742,74.1,4.6669,0.657786
1976,635,0.53225,0.13375,0.347,422,75.8018,74.1,29.5571,0.664567
1977,533,0.885,0.03925,0.74625,6,8.48528,4.1,5.79828,0.011257
1978,321,0.786,0.211375,0.74475,321,0,0,0,1
1979,416,0.97325,0.1075,0.37825,416,0,0,0,1
1980,512,0.9085,0.032125,0.53525,56.6,80.0445,8.2,11.5966,0.110547
1981,202,0.968,0.231375,0.41975,202,0,0,0,1
1982,337,0.91775,0.0705,0.4295,247.2,26.3044,40.4,14.425,0.733531
1983,783,0.845,0.04975,0.42275,147.2,32.5269,74.8,34.7897,0.187995
1984,497,0.94625,0.021375,0.6635,0,0,0.1,0.141421,0
1985,277,0.81275,0.142375,0.51,277,0,0,0,1
1986,224,0.93725,0.238875,0.66875,224,0,0,0,1
1987,424,0.958,0.186125,0.31625,424,0,0,0,1
1988,430,0.6345,0.247625,0.60225,430,0,0,0,1
1989,270,0.51,0.121625,0.4955,270,0,0,0,1
1990,364,0.8775,0.04775,0.537,145.9,40.5879,60.9,1.27279,0.400824
1991,431,0.546,0.22325,0.72925,393.2,21.2132,20.3,12.3037,0.912297
1992,747,0.796,0.012125,0.54725,0,0,2.4,0.282843,0
1993,494,0.525,0.16625,0.6165,367.1,40.5879,58.1,25.8801,0.743117
1994,413,0.69925,0.019625,0.346,9.9,6.92965,37.4,15.2735,0.0239709
1995,437,0.53075,0.043,0.65975,1.9,2.68701,5.4,7.63675,0.00434783
1996,204,0.999,0.116625,0.73925,204,0,0,0,1
1997,239,0.82775,0.00625,0.7085,0,0,19.1,2.68701,0
1998,711,0.58225,0.044875,0.38025,91.3,28.4257,85.8,46.3862,0.128411
1999,521,0.953,0.05125,0.4325,258.7,98.005,56,8.20244,0.496545
